AAA_5	PF07728.16	138
AAA_6	PF12774.9	327
AAA_7	PF12775.9	181
AAA_8	PF12780.9	259
AAA_9	PF12781.9	220
AAA_assoc	PF14363.8	96
AAA_assoc_2	PF16193.7	82
AAA_assoc_C	PF09821.11	119
AAA_lid_1	PF17857.3	100
AAA_lid_10	PF17872.3	99
AAA_lid_11	PF18198.3	138
AAA_lid_2	PF17863.3	73
AAA_lid_3	PF17862.3	45
AAA_lid_4	PF17864.3	74
AAA_lid_5	PF17865.3	106
AAA_lid_6	PF17866.3	61
AAA_lid_7	PF17867.3	107
AAA_lid_8	PF17868.3	72
AAA_lid_9	PF17871.3	104
AAA_PrkA	PF08298.13	358
AadA_C	PF18280.3	104
AalphaY_MDB	PF04611.14	145
AAL_decarboxy	PF03306.15	219
AAR2	PF05282.13	369
AARP2CN	PF08142.14	86
AAT	PF03417.18	227
AATase	PF07247.14	500
AATF-Che1	PF13339.8	137
AA_kinase	PF00696.30	241
AA_permease	PF00324.23	479
AA_permease_2	PF13520.8	427
AA_permease_C	PF13906.8	51
AA_permease_N	PF08403.12	70
AA_synth	PF06684.13	176
Aa_trans	PF01490.20	409
ABATE	PF07336.13	128
ABA_GPCR	PF12430.10	182
ABA_WDS	PF02496.18	78
AbbA_antirepres	PF14156.8	63
ABC-3	PF00950.19	258
ABC1	PF03109.18	244
ABC2_membrane	PF01061.26	210
ABC2_membrane_2	PF12679.9	288
ABC2_membrane_3	PF12698.9	345
ABC2_membrane_4	PF12730.9	179
ABC2_membrane_5	PF13346.8	205
ABC2_membrane_6	PF06182.13	229
ABC2_membrane_7	PF19055.2	409
ABC_ATPase	PF09818.11	448
ABC_cobalt	PF09819.11	121
ABC_export	PF16962.7	533
ABC_membrane	PF00664.25	274
ABC_membrane_2	PF06472.17	269
ABC_membrane_3	PF13748.8	235
ABC_sub_bind	PF04392.14	293
ABC_tran	PF00005.29	137
ABC_transp_aux	PF09822.11	265
ABC_trans_aux	PF03886.15	161
ABC_trans_CmpB	PF06541.13	150
ABC_trans_N	PF14510.8	81
ABC_tran_2	PF16949.7	542
ABC_tran_CTD	PF16326.7	69
ABC_tran_Xtn	PF12848.9	85
Abdominal-A	PF12407.10	24
AbfB	PF05270.15	139
AbfS_sensor	PF18225.3	65
ABG_transport	PF03806.15	502
Abhydrolase_1	PF00561.22	257
Abhydrolase_10	PF20091.1	410
Abhydrolase_2	PF02230.18	217
Abhydrolase_3	PF07859.15	211
Abhydrolase_4	PF08386.12	103
Abhydrolase_5	PF12695.9	164
Abhydrolase_6	PF12697.9	220
Abhydrolase_7	PF12715.9	388
Abhydrolase_8	PF06259.14	178
Abhydrolase_9	PF10081.11	288
Abhydrolase_9_N	PF15420.8	209
Abhydro_lipase	PF04083.18	64
AbiEii	PF08843.13	239
AbiEi_1	PF09407.12	142
AbiEi_2	PF09952.11	143
AbiEi_3	PF11459.10	159
AbiEi_3_N	PF17194.6	93
AbiEi_4	PF13338.8	49
AbiGi	PF10899.10	174
AbiGii_2	PF16873.7	397
AbiH	PF14253.8	260
AbiJ_NTD3	PF18860.3	167
AbiJ_NTD4	PF18863.3	162
AbiJ_NTD5	PF18865.3	93
AbiTii	PF18864.3	188
Abi_2	PF07751.13	180
Abi_alpha	PF14337.8	194
Abi_C	PF14355.8	83
Abi_HHR	PF07815.16	77
AbLIM_anchor	PF16182.7	366
ABM	PF03992.18	78
Abp2	PF09441.12	171
AbrB	PF05145.14	314
AbrB-like	PF14250.8	70
AbrB_C	PF18277.3	37
Ac110_PIF	PF07280.13	43
Ac76	PF05814.13	83
Ac81	PF05820.13	181
AcaB	PF08900.13	215
ACAS_N	PF16177.7	55
Acatn	PF13000.9	548
ACBP	PF00887.21	82
ACCA	PF03255.16	144
ACC_central	PF08326.14	726
ACC_epsilon	PF13822.8	61
ACD	PF16671.7	386
ACDC	PF14733.8	93
AceK	PF06315.13	561
Acetate_kinase	PF00871.19	392
AcetDehyd-dimer	PF09290.13	138
Acetone_carb_G	PF08882.13	114
AcetylCoA_hydro	PF02550.17	198
AcetylCoA_hyd_C	PF13336.8	154
Acetyltransf_1	PF00583.27	117
Acetyltransf_10	PF13673.9	128
Acetyltransf_11	PF13720.8	82
Acetyltransf_13	PF13880.8	69
Acetyltransf_14	PF03421.18	177
Acetyltransf_15	PF17013.7	210
Acetyltransf_16	PF05301.13	174
Acetyltransf_17	PF17668.3	116
Acetyltransf_18	PF18014.3	123
Acetyltransf_19	PF18015.3	113
Acetyltransf_2	PF00797.19	240
Acetyltransf_3	PF13302.9	138
Acetyltransf_4	PF13420.9	155
Acetyltransf_5	PF13444.8	102
Acetyltransf_6	PF13480.9	142
Acetyltransf_7	PF13508.9	80
Acetyltransf_8	PF13523.8	145
Acetyltransf_9	PF13527.9	127
Acetyltransf_CG	PF14542.8	79
AChE_tetra	PF08674.12	35
ACI44	PF15270.8	65
Acid_phosphat_B	PF03767.16	230
Acid_PPase	PF12689.9	169
AcMNPV_Ac109	PF05054.14	390
AcnX	PF04412.15	401
Aconitase	PF00330.22	461
Aconitase_2_N	PF06434.15	204
Aconitase_B_N	PF11791.10	153
Aconitase_C	PF00694.21	131
ACOX	PF01756.21	181
ACP	PF06857.13	83
Acp26Ab	PF05777.14	90
ACP53EA	PF06313.13	90
ACPS	PF01648.22	114
ACP_PD	PF04336.14	105
ACP_syn_III	PF08545.12	80
ACP_syn_III_C	PF08541.12	90
AcrZ	PF10766.11	48
ACR_tran	PF00873.21	1021
ACS_CODH_B_C	PF19436.1	245
ACT	PF01842.27	66
Act-Frag_cataly	PF09192.12	282
ActA	PF05058.14	633
ACTH_assoc	PF16102.7	28
ACTH_domain	PF00976.20	19
Actin	PF00022.21	385
Actino_peptide	PF14408.8	58
Actin_micro	PF17003.7	369
Activator-TraM	PF11657.10	142
Activator_LAG-3	PF11498.10	468
Activin_recp	PF01064.25	83
ACTL7A_N	PF16840.7	65
ACT_3	PF10000.11	70
ACT_4	PF13291.8	80
ACT_5	PF13710.8	62
ACT_6	PF13740.8	76
ACT_7	PF13840.8	65
ACT_8	PF19571.1	141
acVLRF1	PF18859.3	130
Acyl-ACP_TE	PF01643.19	248
Acyl-CoA_dh_1	PF00441.26	150
Acyl-CoA_dh_2	PF08028.13	134
Acyl-CoA_dh_C	PF12806.9	124
Acyl-CoA_dh_M	PF02770.21	98
Acyl-CoA_dh_N	PF02771.18	113
Acyl-CoA_ox_N	PF14749.8	125
Acyl-thio_N	PF12590.10	130
AcylCoA_dehyd_C	PF12186.10	111
AcylCoA_DH_N	PF12418.10	32
Acylphosphatase	PF00708.20	85
Acyltransferase	PF01553.23	135
Acyltransf_2	PF19576.1	266
Acyltransf_C	PF16076.7	75
Acyl_CoA_thio	PF02551.17	132
Acyl_transf_1	PF00698.23	319
Acyl_transf_2	PF02273.17	294
Acyl_transf_3	PF01757.24	340
AC_1	PF18883.2	113
AC_N	PF16214.7	415
AD	PF09793.11	90
Ada3	PF10198.11	132
ADAM17_MPD	PF16698.7	62
ADAM_CR	PF08516.14	116
ADAM_CR_2	PF17771.3	70
ADAM_CR_3	PF19236.1	115
ADAM_spacer1	PF05986.16	115
Adaptin_binding	PF10199.11	121
Adaptin_N	PF01602.22	524
Adap_comp_sub	PF00928.23	264
Ada_Zn_binding	PF02805.18	65
ADC	PF06314.13	237
ADD_ATRX	PF17981.3	56
ADD_DNMT3	PF17980.3	56
Adenine_deam_C	PF13382.8	169
Adenine_glyco	PF03352.15	177
Adenosine_kin	PF04008.16	154
Adeno_100	PF02438.18	593
Adeno_52K	PF03052.17	201
Adeno_E1A	PF02703.16	289
Adeno_E1B_19K	PF01691.18	135
Adeno_E1B_55K	PF01696.19	387
Adeno_E1B_55K_N	PF04623.14	71
Adeno_E3	PF06040.13	127
Adeno_E3A	PF05248.14	104
Adeno_E3B	PF03376.16	67
Adeno_E3_14_5	PF04834.14	100
Adeno_E3_15_3	PF03307.16	117
Adeno_E3_CR1	PF02440.17	95
Adeno_E3_CR2	PF02439.17	38
Adeno_E4	PF05385.13	108
Adeno_E4_34	PF04528.15	145
Adeno_E4_ORF3	PF06931.13	113
Adeno_GP19K	PF04881.15	132
Adeno_hexon	PF01065.21	586
Adeno_hexon_C	PF03678.16	241
Adeno_IVa2	PF02456.17	370
Adeno_knob	PF00541.19	178
Adeno_Penton_B	PF01686.19	461
Adeno_PIX	PF03955.16	110
Adeno_PV	PF03910.15	355
Adeno_PVIII	PF01310.20	216
Adeno_PX	PF05829.14	42
Adeno_shaft	PF00608.19	34
Adeno_terminal	PF02459.17	557
Adeno_VII	PF03228.16	122
AdenylateSensor	PF16579.7	118
Adenylate_cycl	PF01295.20	601
Adenylsucc_synt	PF00709.23	415
Adenyl_cycl_N	PF12633.9	199
Adenyl_transf	PF04439.14	279
AdHead_fibreRBD	PF16812.7	201
Adhes-Ig_like	PF09085.12	110
Adhesin_Dr	PF04619.14	139
Adhesin_E	PF16747.7	125
Adhesin_P1	PF03257.15	91
Adhesin_P1_N	PF18652.3	106
ADH_N	PF08240.14	109
ADH_N_2	PF16884.7	108
ADH_N_assoc	PF13823.8	23
adh_short	PF00106.27	195
adh_short_C2	PF13561.8	234
ADH_zinc_N	PF00107.28	130
ADH_zinc_N_2	PF13602.8	133
ADI	PF02274.19	377
ADIP	PF11559.10	152
Adipogenin	PF15202.8	79
Adipokin_hormo	PF06377.13	51
ADK	PF00406.24	151
ADK_lid	PF05191.16	36
ADNP_N	PF19627.1	752
AdoHcyase	PF05221.19	299
AdoHcyase_NAD	PF00670.23	162
AdoMetDC_leader	PF08132.13	51
AdoMet_dc	PF02675.17	106
AdoMet_MTase	PF07757.15	112
AdoMet_Synthase	PF01941.21	396
ADPrib_exo_Tox	PF03496.16	197
ADPRTs_Tse2	PF18648.3	155
ADP_PFK_GK	PF04587.17	426
ADP_ribosyl_GH	PF03747.16	292
ADSL_C	PF10397.11	77
ADYC	PF20032.1	179
Ad_cyc_g-alpha	PF08509.13	49
Ad_Cy_reg	PF16701.7	186
Aegerolysin	PF06355.15	131
AEP1	PF17049.7	395
Aerolysin	PF01117.22	365
AF-4	PF05110.15	514
AF-4_C	PF18876.2	264
AF0941-like	PF14591.8	113
AF2331-like	PF14556.8	91
AF4_int	PF18875.2	15
AfaD	PF05775.14	105
Afaf	PF15339.8	198
AFG1_ATPase	PF03969.18	361
Afi1	PF07792.14	133
AflR	PF08493.12	101
AFOR_C	PF01314.20	382
AFOR_N	PF02730.17	199
AFP	PF02420.17	12
AFP_2	PF18815.3	52
AfsA	PF03756.15	132
AFT	PF08731.13	111
Aft1_HRA	PF11786.10	79
Aft1_HRR	PF11787.10	71
Aft1_OSA	PF11785.10	57
AftA_C	PF12249.10	176
AftA_N	PF12250.10	427
Ag332	PF04671.14	21
AGA2	PF17366.4	58
Agarase_CBM	PF17992.3	182
Agenet	PF05641.14	61
Agglutinin	PF07468.13	153
Agglutinin_C	PF18021.3	93
AGH	PF17558.4	121
AgI_II_C2	PF17998.3	167
AGK_C	PF19712.1	215
AglB_L1	PF18079.3	92
AGOG	PF09171.12	248
Agouti	PF05039.14	43
Ago_hook	PF10427.11	163
AGO_N	PF18236.3	122
Ago_N_1	PF18351.3	95
Ago_PAZ	PF18309.3	87
AGP	PF06376.14	36
aGPT-Pplase1	PF18723.3	281
aGPT-Pplase2	PF18724.3	231
aGPT-Pplase3	PF18746.3	279
AgrB	PF04647.17	184
AGRB_N	PF19188.2	177
AgrD	PF05931.13	45
Agro_virD5	PF04730.14	671
AGS_C	PF18134.3	128
AGT	PF11440.10	355
AGTRAP	PF06396.13	148
Aha1_N	PF09229.13	137
AHD	PF17793.3	61
AHH	PF14412.8	114
AHJR-like	PF18743.3	123
AHL_synthase	PF17327.4	376
AhpC-TSA	PF00578.23	124
AhpC-TSA_2	PF13911.8	113
AHSA1	PF08327.13	126
AHSP	PF09236.12	87
AI-2E_transport	PF01594.18	327
AIB	PF15334.8	324
AICARFT_IMPCHas	PF01808.20	310
AID	PF18767.3	90
AIDA	PF16168.7	63
Aida_C2	PF14186.8	146
Aida_N	PF08910.12	103
AidB_N	PF18158.3	156
AIF-MLS	PF14962.8	192
AIF_C	PF14721.8	130
AIG1	PF04548.18	212
AIG2_2	PF13772.8	83
Ail_Lom	PF06316.13	199
Aim19	PF10315.11	118
Aim21	PF11489.10	725
AIM24	PF01987.19	202
AIM3	PF17096.7	88
AIM5	PF17050.7	60
AIMP2_LysRS_bd	PF16780.7	47
AIP3	PF03915.15	408
AIPR	PF10592.11	294
AIRC	PF00731.22	148
AIRS	PF00586.26	107
AIRS_C	PF02769.24	156
AJAP1_PANP_C	PF15298.8	204
AKAP28	PF14469.8	121
AKAP2_C	PF15304.8	351
AKAP7_NLS	PF10469.11	207
AKAP7_RIRII_bdg	PF10470.11	58
AKAP95	PF04988.14	136
AKAP_110	PF05716.15	692
AKNA	PF12443.10	95
ALAD	PF00490.23	317
AlaDh_PNT_C	PF01262.23	214
AlaDh_PNT_N	PF05222.17	135
AlaE	PF06610.15	141
Alanine_zipper	PF11839.10	69
Ala_racemase_C	PF00842.23	125
Ala_racemase_N	PF01168.22	219
Alb1	PF09135.13	106
Alba	PF01918.23	67
AlbA_2	PF04326.16	122
Albumin_I	PF08027.13	35
Albumin_I_a	PF16720.7	48
ALC	PF17527.4	167
AlcCBM31	PF11606.10	93
Aldedh	PF00171.24	462
Aldolase	PF01081.21	196
Aldolase_II	PF00596.23	186
Aldose_epim	PF01263.22	301
Aldo_ket_red	PF00248.23	292
Ald_deCOase	PF11266.10	218
Ald_Xan_dh_C	PF01315.24	110
Ald_Xan_dh_C2	PF02738.20	551
ALF	PF03752.15	42
Alfin	PF12165.10	127
ALG11_N	PF15924.7	209
Alg14	PF08660.13	175
ALG3	PF05208.15	358
Alg6_Alg8	PF03155.17	485
AlgF	PF11182.10	178
Alginate_exp	PF13372.8	395
Alginate_lyase	PF05426.14	272
Alginate_lyase2	PF08787.13	236
ALGX	PF16822.7	268
ALIX_LYPXL_bnd	PF13949.8	295
AlkA_N	PF06029.13	116
Alkyl_sulf_C	PF14864.8	126
Alkyl_sulf_dimr	PF14863.8	139
Alk_phosphatase	PF00245.22	418
Allantoicase	PF03561.17	147
Allatostatin	PF05953.14	11
Allene_ox_cyc	PF06351.13	175
Allexi_40kDa	PF05549.13	271
Alliinase_C	PF04864.15	363
ALMS_motif	PF15309.8	136
ALMS_repeat	PF18727.3	47
ALMT	PF11744.10	408
ALO	PF04030.16	264
Alpha-2-MRAP_C	PF06401.13	210
Alpha-2-MRAP_N	PF06400.13	118
Alpha-amylase	PF00128.26	336
Alpha-amylase_C	PF02806.20	96
Alpha-amylase_N	PF02903.16	120
Alpha-amyl_C	PF09071.12	67
Alpha-amyl_C2	PF07821.14	58
Alpha-E	PF04168.14	292
alpha-hel2	PF14456.8	303
Alpha-L-AF_C	PF06964.14	168
Alpha-mann_mid	PF09261.13	96
AlphaC_N	PF08829.12	106
AlphaC_N2	PF17480.4	71
Alpha_adaptinC2	PF02883.22	111
Alpha_adaptin_C	PF02296.18	113
Alpha_E1_glycop	PF01589.18	504
Alpha_E2_glycop	PF00943.21	403
Alpha_E3_glycop	PF01563.18	59
Alpha_GJ	PF03229.15	126
Alpha_Helical	PF18489.3	127
Alpha_kinase	PF02816.20	185
Alpha_L_fucos	PF01120.19	350
Alpha_TIF	PF02232.17	343
Alph_Pro_TM	PF09608.12	227
ALP_N	PF17989.3	147
ALS2CR11	PF15729.7	418
ALS2CR8	PF15299.8	222
ALS_ss_C	PF10369.11	74
AltA1	PF16541.7	110
ALTTAQ_rpt	PF20080.1	38
Alveol-reg_P311	PF11092.10	67
AMA-1	PF02430.17	477
Amastin	PF07344.13	155
Amdase	PF17645.3	217
Amdo_NSP	PF12475.10	48
Amelin	PF05111.14	411
Amelogenin	PF02948.17	173
Amelotin	PF15757.7	195
amfpi-1	PF12190.10	91
AMH_N	PF04709.14	392
Amidase	PF01425.23	446
Amidase_2	PF01510.27	127
Amidase_3	PF01520.20	174
Amidase_5	PF05382.15	142
Amidase_6	PF12671.9	164
Amidohydro_1	PF01979.22	344
Amidohydro_2	PF04909.16	288
Amidohydro_3	PF07969.13	473
Amidoligase_2	PF12224.10	250
Amido_AtzD_TrzD	PF09663.12	360
AMIN	PF11741.10	97
Aminoglyc_resit	PF10706.11	174
Aminopep	PF10023.11	322
Aminotran_1_2	PF00155.23	363
Aminotran_3	PF00202.23	403
Aminotran_4	PF01063.21	223
Aminotran_5	PF00266.21	371
Amino_oxidase	PF01593.26	452
AmiS_UreI	PF02293.17	166
Amj	PF10997.10	253
AMMECR1	PF01871.19	167
Ammonium_transp	PF00909.23	399
Amnionless	PF14828.8	451
AMNp_N	PF10423.11	154
AMO	PF02461.18	238
AmoC	PF04896.14	245
AMOP	PF03782.19	143
AMP-binding	PF00501.30	424
AMP-binding_C	PF13193.8	76
AMP-binding_C_2	PF14535.8	96
AmpE	PF17113.7	284
Amphi-Trp	PF20068.1	95
AMPK1_CBM	PF16561.7	85
AMPKBI	PF04739.17	75
AMP_deaminase	PF19326.1	633
AMP_N	PF05195.18	123
ANAPC1	PF12859.9	130
ANAPC10	PF03256.18	185
ANAPC15	PF15243.8	90
ANAPC16	PF17256.4	80
ANAPC2	PF08672.13	60
ANAPC3	PF12895.9	82
ANAPC4	PF12896.9	204
ANAPC4_WD40	PF12894.9	92
ANAPC5	PF12862.9	92
ANAPC8	PF04049.15	140
ANAPC9	PF12856.9	119
ANAPC_CDC26	PF10471.11	74
ANATO	PF01821.20	36
Androgen_recep	PF02166.18	501
Anemone_cytotox	PF06369.14	176
AnfG_VnfG	PF03139.17	111
AnfO_nitrog	PF09582.12	190
ANF_receptor	PF01094.30	354
Angiomotin_C	PF12240.10	201
Anillin	PF08174.13	140
Anillin_N	PF16018.7	86
Ank	PF00023.32	33
ANKH	PF07260.13	344
AnkUBD	PF18418.3	97
Ank_2	PF12796.9	83
Ank_3	PF13606.8	31
Ank_4	PF13637.8	55
Ank_5	PF13857.8	56
AnmK	PF03702.16	366
Annexin	PF00191.22	66
Annexin_like	PF18411.3	93
Anoctamin	PF04547.14	450
Anoct_dimer	PF16178.7	228
Anophelin	PF10731.11	65
ANP	PF00212.20	31
Anp1	PF03452.16	264
ANT	PF03374.16	108
AntA	PF08346.14	68
ANTAR	PF03861.16	54
ANTH	PF07651.18	277
Anthrax-tox_M	PF09156.12	287
Anthrax_toxA	PF03497.18	176
Anth_Ig	PF05587.15	102
Anth_synt_I_N	PF04715.15	142
Anti-adapt_IraP	PF10796.11	86
Anti-TRAP	PF15777.7	59
Antibiotic_NAT	PF02522.16	230
Anticodon_1	PF08264.15	152
Anticodon_2	PF19269.1	142
Anticodon_3	PF19303.1	152
Antifungal_pept	PF11410.10	33
Antifungal_prot	PF11402.10	50
Antigen_Bd37	PF11641.10	224
Antigen_C	PF16364.7	171
Antig_Caf1	PF09255.12	136
Antimicrobial10	PF08105.13	50
Antimicrobial11	PF08106.13	16
Antimicrobial12	PF08107.13	42
Antimicrobial13	PF08108.13	15
Antimicrobial14	PF08109.13	31
Antimicrobial15	PF08110.14	19
Antimicrobial17	PF08129.13	57
Antimicrobial18	PF08130.13	60
Antimicrobial19	PF08225.13	23
Antimicrobial20	PF08256.13	13
Antimicrobial21	PF14861.8	30
Antimicrobial22	PF16047.7	21
Antimicrobial23	PF16048.7	17
Antimicrobial24	PF16049.7	25
Antimicrobial25	PF16839.7	54
Antimicrobial_1	PF08018.13	24
Antimicrobial_2	PF08023.14	33
Antimicrobial_3	PF08025.13	37
Antimicrobial_4	PF08024.13	24
Antimicrobial_5	PF08026.13	31
Antimicrobial_6	PF08036.13	39
Antimicrobial_7	PF08102.13	43
Antimicrobial_8	PF08103.13	17
Antimicrobial_9	PF08104.13	24
Antirestrict	PF03230.15	92
Antistasin	PF02822.16	26
Antiterm	PF03589.15	87
Ant_C	PF05586.13	93
ANXA2R	PF15721.7	190
An_peroxidase	PF03098.17	529
AOC_like	PF18678.3	122
AOX	PF01786.19	216
AP-5_subunit_s1	PF15001.8	192
AP1AR	PF15745.7	275
AP2	PF00847.22	54
AP3B1_C	PF14796.8	148
AP3D1	PF06375.13	156
Ap4A_phos_N	PF19327.1	179
AP4E_app_platf	PF14807.8	100
APAF1_C	PF17908.3	135
ApbA	PF02558.18	152
ApbA_C	PF08546.13	125
ApbE	PF02424.17	257
Apc13p	PF05839.13	89
Apc15p	PF05841.13	124
APC1_C	PF18122.3	165
Apc1_N	PF19521.1	136
APCDDC	PF14921.8	238
APC_15aa	PF05972.13	15
APC_basic	PF05956.13	344
APC_N_CC	PF16689.7	52
APC_r	PF05923.14	24
APC_rep	PF18797.3	76
APC_u13	PF16634.7	54
APC_u14	PF16635.7	94
APC_u15	PF16636.7	81
APC_u5	PF16630.7	100
APC_u9	PF16633.7	89
ApeA_NTD1	PF18862.3	392
ApeC	PF16977.7	206
APEH_N	PF19283.1	274
Apelin	PF15360.8	55
Apex	PF18946.2	23
APG12	PF04110.15	87
APG5	PF04106.14	219
APG6	PF04111.14	179
APG6_N	PF17675.3	132
APH	PF01636.25	239
Aph-1	PF06105.14	231
AphA_like	PF14557.8	175
APH_6_hur	PF04655.16	252
API5	PF05918.13	534
Apidaecin	PF00807.19	29
Apis_Csd	PF11671.10	146
APMAP_N	PF20067.1	46
Apo-CII	PF05355.13	77
Apo-CIII	PF05778.14	69
Apo-VLDL-II	PF05418.13	79
ApoA-II	PF04711.15	99
ApoB100_C	PF12491.10	57
APOBEC1	PF18769.3	101
APOBEC2	PF18772.3	174
APOBEC3	PF18771.3	135
APOBEC4	PF18775.3	74
APOBEC4_like	PF18774.3	132
APOBEC_C	PF05240.16	78
APOBEC_N	PF08210.13	185
ApoC-I	PF04691.14	61
APOC4	PF15119.8	94
Apocytochr_F_C	PF01333.21	118
Apocytochr_F_N	PF16639.7	155
ApoL	PF05461.13	298
Apolipoprotein	PF01442.20	190
Apolipo_F	PF15148.8	199
ApoLp-III	PF07464.13	146
ApoM	PF11032.10	188
ApoO	PF09769.11	131
APO_RNA-bind	PF05634.13	200
APP_amyloid	PF10515.11	52
APP_Cu_bd	PF12924.9	57
APP_E2	PF12925.9	190
APP_N	PF02177.18	101
Apq12	PF12716.9	54
APS-reductase_C	PF12139.10	82
APS_kinase	PF01583.22	158
APT	PF03440.16	87
Apt1	PF10351.11	476
Apyrase	PF06079.13	293
AP_endonuc_2	PF01261.26	250
Aquarius_N	PF16399.7	798
ARA70	PF12489.10	135
ArabFuran-catal	PF09206.13	316
Arabinose_bd	PF12625.9	185
Arabinose_Isome	PF02610.17	356
Arabinose_Iso_C	PF11762.10	114
Arabinose_trans	PF04602.14	459
Arabino_trans_C	PF14896.8	385
Arabino_trans_N	PF17689.3	157
AraC_binding	PF02311.21	136
AraC_binding_2	PF14525.8	173
AraC_N	PF06719.15	148
ArAE_1	PF06081.13	141
ArAE_1_C	PF11728.10	166
ArAE_2	PF10334.11	229
ArAE_2_N	PF10337.11	471
AraR_C	PF19368.1	82
Arb1	PF09692.12	402
Arb2	PF09757.11	259
Arc	PF03869.16	50
ARC6-like_IMS	PF13355.8	117
Arcadin_1	PF18653.3	111
